LMGL05030001,S-TGD-1-PA,"3-HSO3-Gal-alpha1-6-Man-beta1-2-Glc-alpha1-1-[2,3-di-O-phytanyl-sn-glycerol]-6-[phospho-2,3-di-O-phytanyl-sn-glycerol]",C104H205O26PS   ,1933.4178,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldialkylglycerols [GL0503]
LMGL03010833,"TG(17:2(9Z,12Z)/18:1(9Z)/22:1(13Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z-octadecenoyl)-3-(13Z-docosenoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010847,"TG(17:0/18:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-octadecanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010906,"TG(16:1(9Z)/19:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-hexadecenoyl)-2-nonadecanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010913,"TG(17:0/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6]","1-heptadecanoyl-2-(9Z,12Z-octadecadienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010914,"TG(17:1(9Z)/18:1(9Z)/22:2(13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(9Z-octadecenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010915,"TG(17:2(9Z,12Z)/18:0/22:2(13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-octadecanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010955,"TG(16:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]","1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-heneicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010956,"TG(16:1(9Z)/20:3(8Z,11Z,14Z)/21:0)[iso6]","1-(9Z-hexadecenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-3-heneicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010961,"TG(18:1(9Z)/18:3(9Z,12Z,15Z)/21:0)[iso6]","1-(9Z-octadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-heneicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010962,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/21:0)[iso3]","1,2-di-(9Z,12Z-octadecadienoyl)-3-heneicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010989,"TG(16:0/19:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-hexadecanoyl-2-nonadecanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012748,"TG(13:0/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]","1-tridecanoyl-2,3-di-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014119,"TG(13:0/22:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-tridecanoyl-2-docosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014123,"TG(13:0/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","1-tridecanoyl-2-11Z-docosenoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014548,"TG(14:0/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-tetradecanoyl-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014953,"TG(14:1(9Z)/21:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-tetradecenoyl)-2-heneicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015275,"TG(15:0/20:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-pentadecanoyl-2-eicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015286,"TG(15:0/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","1-pentadecanoyl-2-(11Z-eicosenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015296,"TG(15:0/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6]","1-pentadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015305,"TG(15:0/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6]","1-pentadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-11Z-docosenoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015313,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]","1-pentadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-docosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015625,"TG(15:1(9Z)/20:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-pentadecenoyl)-2-eicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015636,"TG(15:1(9Z)/20:1(11Z)/22:2(13Z,16Z))[iso6]","1-(9Z-pentadecenoyl)-2-(11Z-eicosenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015646,"TG(15:1(9Z)/20:2(11Z,14Z)/22:1(11Z))[iso6]","1-(9Z-pentadecenoyl)-2-(11Z,14Z-eicosadienoyl)-3-11Z-docosenoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015655,"TG(15:1(9Z)/20:3(8Z,11Z,14Z)/22:0)[iso6]","1-(9Z-pentadecenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-3-docosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015784,"TG(16:0/19:1(9Z)/22:3(10Z,13Z,16Z))[iso6]","1-hexadecanoyl-2-9Z-nonadecenoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015874,"TG(16:1(9Z)/19:1(9Z)/22:2(13Z,16Z))[iso6]","1-(9Z-hexadecenoyl)-2-9Z-nonadecenoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015925,"TG(17:0/18:3(6Z,9Z,12Z)/22:1(11Z))[iso6]","1-heptadecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-11Z-docosenoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015933,"TG(17:0/18:3(9Z,12Z,15Z)/22:1(11Z))[iso6]","1-heptadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-11Z-docosenoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015943,"TG(17:0/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6]","1-heptadecanoyl-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-docosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015995,"TG(17:1(9Z)/18:2(9Z,12Z)/22:1(11Z))[iso6]","1-(9Z-heptadecenoyl)-2-(9Z,12Z-octadecadienoyl)-3-11Z-docosenoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016007,"TG(17:1(9Z)/18:3(6Z,9Z,12Z)/22:0)[iso6]","1-(9Z-heptadecenoyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-3-docosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016070,"TG(17:2(9Z,12Z)/18:1(9Z)/22:1(11Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z-octadecenoyl)-3-11Z-docosenoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016179,"TG(18:0/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]","1-octadecanoyl-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-heneicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016192,"TG(18:0/19:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","1-octadecanoyl-2-9Z-nonadecenoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016231,"TG(18:1(9Z)/18:3(6Z,9Z,12Z)/21:0)[iso6]","1-(9Z-octadecenoyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-3-heneicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016262,"TG(18:1(9Z)/19:1(9Z)/20:2(11Z,14Z))[iso6]","1-(9Z-octadecenoyl)-2-9Z-nonadecenoyl-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016328,"TG(18:2(9Z,12Z)/19:1(9Z)/20:1(11Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-9Z-nonadecenoyl-3-(11Z-eicosenoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016390,"TG(18:3(6Z,9Z,12Z)/19:0/20:1(11Z))[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-nonadecanoyl-3-(11Z-eicosenoyl)-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016403,"TG(18:3(6Z,9Z,12Z)/19:1(9Z)/20:0)[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-9Z-nonadecenoyl-3-eicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016526,"TG(18:3(9Z,12Z,15Z)/19:1(9Z)/20:0)[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-9Z-nonadecenoyl-3-eicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016555,"TG(18:4(6Z,9Z,12Z,15Z)/19:0/20:0)[iso6]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-nonadecanoyl-3-eicosanoyl-sn-glycerol",C60H108O6   ,924.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010592,TG(17:1(9Z)/20:1(11Z)/20:1(11Z))[iso3],"1-(9Z-heptadecenoyl)-2,3-di-(11Z-eicosenoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010593,"TG(17:2(9Z,12Z)/20:0/20:1(11Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-eicosanoyl-3-(11Z-eicosenoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010598,"TG(17:0/20:1(11Z)/20:2(11Z,14Z))[iso6]","1-heptadecanoyl-2-(11Z-eicosenoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010599,"TG(17:1(9Z)/20:0/20:2(11Z,14Z))[iso6]","1-(9Z-heptadecenoyl)-2-eicosanoyl-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010605,"TG(17:0/20:0/20:3(8Z,11Z,14Z))[iso6]","1-heptadecanoyl-2-eicosanoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010702,"TG(17:0/18:0/22:3(10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-octadecanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010718,"TG(18:3(9Z,12Z,15Z)/19:0/20:0)[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-nonadecanoyl-3-eicosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010721,"TG(18:2(9Z,12Z)/19:0/20:1(11Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-nonadecanoyl-3-(11Z-eicosenoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010726,"TG(18:1(9Z)/19:0/20:2(11Z,14Z))[iso6]","1-(9Z-octadecenoyl)-2-nonadecanoyl-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010732,"TG(18:0/19:0/20:3(8Z,11Z,14Z))[iso6]","1-octadecanoyl-2-nonadecanoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010757,"TG(17:0/18:3(9Z,12Z,15Z)/22:0)[iso6]","1-heptadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-docosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010758,"TG(17:1(9Z)/18:2(9Z,12Z)/22:0)[iso6]","1-(9Z-heptadecenoyl)-2-(9Z,12Z-octadecadienoyl)-3-docosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010759,"TG(17:2(9Z,12Z)/18:1(9Z)/22:0)[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z-octadecenoyl)-3-docosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010763,"TG(17:0/18:2(9Z,12Z)/22:1(13Z))[iso6]","1-heptadecanoyl-2-(9Z,12Z-octadecadienoyl)-3-(13Z-docosenoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010764,TG(17:1(9Z)/18:1(9Z)/22:1(13Z))[iso6],1-(9Z-heptadecenoyl)-2-(9Z-octadecenoyl)-3-(13Z-docosenoyl)-sn-glycerol,C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010765,"TG(17:2(9Z,12Z)/18:0/22:1(13Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-octadecanoyl-3-(13Z-docosenoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010835,"TG(16:0/19:0/22:3(10Z,13Z,16Z))[iso6]","1-hexadecanoyl-2-nonadecanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010842,"TG(17:0/18:1(9Z)/22:2(13Z,16Z))[iso6]","1-heptadecanoyl-2-(9Z-octadecenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010843,"TG(17:1(9Z)/18:0/22:2(13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-octadecanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010885,"TG(16:0/20:3(8Z,11Z,14Z)/21:0)[iso6]","1-hexadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-heneicosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010886,"TG(16:1(9Z)/20:2(11Z,14Z)/21:0)[iso6]","1-(9Z-hexadecenoyl)-2-(11Z,14Z-eicosadienoyl)-3-heneicosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010890,"TG(18:0/18:3(9Z,12Z,15Z)/21:0)[iso6]","1-octadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-heneicosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010891,"TG(18:1(9Z)/18:2(9Z,12Z)/21:0)[iso6]","1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-3-heneicosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010984,"TG(16:1(9Z)/19:0/22:2(13Z,16Z))[iso6]","1-(9Z-hexadecenoyl)-2-nonadecanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012625,TG(19:1(9Z)/19:1(9Z)/19:1(9Z)),"1,2,3-tri9Z-nonadecenoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014118,"TG(13:0/22:0/22:3(10Z,13Z,16Z))[iso6]","1-tridecanoyl-2-docosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014122,"TG(13:0/22:1(11Z)/22:2(13Z,16Z))[iso6]","1-tridecanoyl-2-11Z-docosenoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014547,"TG(14:0/21:0/22:3(10Z,13Z,16Z))[iso6]","1-tetradecanoyl-2-heneicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014952,"TG(14:1(9Z)/21:0/22:2(13Z,16Z))[iso6]","1-(9Z-tetradecenoyl)-2-heneicosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015274,"TG(15:0/20:0/22:3(10Z,13Z,16Z))[iso6]","1-pentadecanoyl-2-eicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015285,"TG(15:0/20:1(11Z)/22:2(13Z,16Z))[iso6]","1-pentadecanoyl-2-(11Z-eicosenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015295,"TG(15:0/20:2(11Z,14Z)/22:1(11Z))[iso6]","1-pentadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-11Z-docosenoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015304,"TG(15:0/20:3(8Z,11Z,14Z)/22:0)[iso6]","1-pentadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-docosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015624,"TG(15:1(9Z)/20:0/22:2(13Z,16Z))[iso6]","1-(9Z-pentadecenoyl)-2-eicosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015635,TG(15:1(9Z)/20:1(11Z)/22:1(11Z))[iso6],1-(9Z-pentadecenoyl)-2-(11Z-eicosenoyl)-3-11Z-docosenoyl-sn-glycerol,C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015645,"TG(15:1(9Z)/20:2(11Z,14Z)/22:0)[iso6]","1-(9Z-pentadecenoyl)-2-(11Z,14Z-eicosadienoyl)-3-docosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015783,"TG(16:0/19:1(9Z)/22:2(13Z,16Z))[iso6]","1-hexadecanoyl-2-9Z-nonadecenoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015873,TG(16:1(9Z)/19:1(9Z)/22:1(11Z))[iso6],1-(9Z-hexadecenoyl)-2-9Z-nonadecenoyl-3-11Z-docosenoyl-sn-glycerol,C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015912,"TG(17:0/18:2(9Z,12Z)/22:1(11Z))[iso6]","1-heptadecanoyl-2-(9Z,12Z-octadecadienoyl)-3-11Z-docosenoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015924,"TG(17:0/18:3(6Z,9Z,12Z)/22:0)[iso6]","1-heptadecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-docosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015991,TG(17:1(9Z)/18:1(9Z)/22:1(11Z))[iso6],1-(9Z-heptadecenoyl)-2-(9Z-octadecenoyl)-3-11Z-docosenoyl-sn-glycerol,C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016066,"TG(17:2(9Z,12Z)/18:0/22:1(11Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-octadecanoyl-3-11Z-docosenoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016120,"TG(17:2(9Z,12Z)/19:1(9Z)/21:0)[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-9Z-nonadecenoyl-3-heneicosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016160,"TG(18:0/18:3(6Z,9Z,12Z)/21:0)[iso6]","1-octadecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-heneicosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016191,"TG(18:0/19:1(9Z)/20:2(11Z,14Z))[iso6]","1-octadecanoyl-2-9Z-nonadecenoyl-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016261,TG(18:1(9Z)/19:1(9Z)/20:1(11Z))[iso6],1-(9Z-octadecenoyl)-2-9Z-nonadecenoyl-3-(11Z-eicosenoyl)-sn-glycerol,C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016327,"TG(18:2(9Z,12Z)/19:1(9Z)/20:0)[iso6]","1-(9Z,12Z-octadecadienoyl)-2-9Z-nonadecenoyl-3-eicosanoyl-sn-glycerol",C60H110O6   ,926.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
